   0.10500E-01   0.10767E+02   0.10767E+02   0.10767E+02
   0.11003E-01   0.10808E+02   0.10808E+02   0.10808E+02
   0.11505E-01   0.10899E+02   0.10899E+02   0.10899E+02
   0.12007E-01   0.10958E+02   0.10958E+02   0.10958E+02
   0.12509E-01   0.10997E+02   0.10997E+02   0.10997E+02
   0.12999E-01   0.11024E+02   0.11024E+02   0.11024E+02
   0.13502E-01   0.11065E+02   0.11065E+02   0.11065E+02
   0.14003E-01   0.11106E+02   0.11106E+02   0.11106E+02
   0.14504E-01   0.11178E+02   0.11178E+02   0.11178E+02
   0.15005E-01   0.11236E+02   0.11236E+02   0.11236E+02
   0.15507E-01   0.11284E+02   0.11283E+02   0.11284E+02
   0.16008E-01   0.11320E+02   0.11320E+02   0.11320E+02
   0.16511E-01   0.11368E+02   0.11368E+02   0.11368E+02
   0.17012E-01   0.11421E+02   0.11421E+02   0.11421E+02
   0.17514E-01   0.11476E+02   0.11476E+02   0.11476E+02
   0.18015E-01   0.11527E+02   0.11527E+02   0.11527E+02
   0.18516E-01   0.11573E+02   0.11573E+02   0.11573E+02
   0.19018E-01   0.11600E+02   0.11600E+02   0.11600E+02
   0.19519E-01   0.11636E+02   0.11636E+02   0.11636E+02
   0.20019E-01   0.11667E+02   0.11668E+02   0.11667E+02
   0.20521E-01   0.11707E+02   0.11707E+02   0.11707E+02
   0.21023E-01   0.11757E+02   0.11757E+02   0.11756E+02
   0.21527E-01   0.11790E+02   0.11790E+02   0.11790E+02
   0.22027E-01   0.11816E+02   0.11817E+02   0.11817E+02
   0.22527E-01   0.11839E+02   0.11839E+02   0.11839E+02
   0.23029E-01   0.11852E+02   0.11852E+02   0.11852E+02
   0.23529E-01   0.11888E+02   0.11887E+02   0.11887E+02
   0.24032E-01   0.11909E+02   0.11909E+02   0.11909E+02
   0.24534E-01   0.11951E+02   0.11951E+02   0.11951E+02
   0.25035E-01   0.11988E+02   0.11987E+02   0.11987E+02
   0.25538E-01   0.12010E+02   0.12010E+02   0.12010E+02
   0.26041E-01   0.12034E+02   0.12034E+02   0.12034E+02
   0.26542E-01   0.12048E+02   0.12047E+02   0.12048E+02
   0.27045E-01   0.12074E+02   0.12073E+02   0.12073E+02
   0.27547E-01   0.12090E+02   0.12090E+02   0.12090E+02
   0.27889E-01   0.12093E+02   0.12092E+02   0.12092E+02
   0.28391E-01   0.12109E+02   0.12108E+02   0.12109E+02
   0.28891E-01   0.12135E+02   0.12134E+02   0.12134E+02
   0.29393E-01   0.12162E+02   0.12161E+02   0.12161E+02
   0.29895E-01   0.12169E+02   0.12168E+02   0.12168E+02
   0.30396E-01   0.12190E+02   0.12188E+02   0.12189E+02
   0.30897E-01   0.12217E+02   0.12216E+02   0.12217E+02
   0.31398E-01   0.12244E+02   0.12242E+02   0.12243E+02
   0.31902E-01   0.12254E+02   0.12251E+02   0.12253E+02
   0.32404E-01   0.12264E+02   0.12261E+02   0.12263E+02
   0.32908E-01   0.12280E+02   0.12277E+02   0.12279E+02
   0.33411E-01   0.12314E+02   0.12310E+02   0.12313E+02
   0.33913E-01   0.12354E+02   0.12349E+02   0.12351E+02
   0.34414E-01   0.12374E+02   0.12368E+02   0.12371E+02
   0.34917E-01   0.12371E+02   0.12364E+02   0.12367E+02
   0.35418E-01   0.12387E+02   0.12380E+02   0.12384E+02
   0.35921E-01   0.12422E+02   0.12414E+02   0.12418E+02
   0.36425E-01   0.12454E+02   0.12446E+02   0.12450E+02
   0.36927E-01   0.12473E+02   0.12464E+02   0.12468E+02
   0.37429E-01   0.12469E+02   0.12460E+02   0.12464E+02
   0.37931E-01   0.12483E+02   0.12473E+02   0.12477E+02
   0.38432E-01   0.12512E+02   0.12502E+02   0.12507E+02
   0.38935E-01   0.12548E+02   0.12538E+02   0.12543E+02
   0.39439E-01   0.12560E+02   0.12548E+02   0.12553E+02
   0.39941E-01   0.12544E+02   0.12533E+02   0.12538E+02
   0.40442E-01   0.12559E+02   0.12547E+02   0.12553E+02
   0.40943E-01   0.12584E+02   0.12571E+02   0.12578E+02
   0.41446E-01   0.12606E+02   0.12592E+02   0.12599E+02
   0.41948E-01   0.12596E+02   0.12579E+02   0.12586E+02
   0.42448E-01   0.12585E+02   0.12567E+02   0.12575E+02
   0.42951E-01   0.12599E+02   0.12583E+02   0.12591E+02
   0.43453E-01   0.12624E+02   0.12610E+02   0.12618E+02
   0.43955E-01   0.12650E+02   0.12636E+02   0.12644E+02
   0.44456E-01   0.12679E+02   0.12666E+02   0.12674E+02
   0.44956E-01   0.12710E+02   0.12696E+02   0.12704E+02
   0.45458E-01   0.12739E+02   0.12726E+02   0.12735E+02
   0.45961E-01   0.12765E+02   0.12753E+02   0.12762E+02
   0.46463E-01   0.12770E+02   0.12760E+02   0.12770E+02
   0.46965E-01   0.12782E+02   0.12772E+02   0.12782E+02
   0.47465E-01   0.12791E+02   0.12782E+02   0.12792E+02
   0.47968E-01   0.12792E+02   0.12782E+02   0.12792E+02
